ID	Label	Text
340	8	Trump order would target high skilled worker visa program: WASHINGTON — President Donald Trump is planning to sign an executive order that seeks to make changes to a visa program that brings in high-skilled workers. Trump is heading Tuesday to Kenosha, Wisconsin, where he plans to sign an order dubbed "Buy American, Hire American," said administration officials who spoke on the condition of anonymity despite the president's frequent criticism of the use of anonymous sources. The officials said the order, which Trump will sign at the headquarters of tool manufacturer Snap-on Inc. , would direct the departments of Homeland Security, Justice, Labor and State to propose new rules to prevent immigration fraud and abuse. Those departments would also be asked to offer changes so that H-1B visas are awarded to the "most-skilled or highest-paid applicants. " The White House said the program is currently undercutting American workers by bringing in cheaper labour and said some tech companies are using it to hire large numbers of workers and drive down wages. Administration officials said the order also seeks to strengthen requirements that American-made products be used in certain federal construction projects, as well as in various federal transportation grant-funded projects. The officials said the commerce secretary will review how to close loopholes in enforcing the existing rules and provide recommendations to the president.
206	10	Arizona couldn’t defy the feds on immigration and neither can California: The United States is suing California over immigration. Six years ago, the U.S. Supreme Court ruled for the federal government against a state government in an almost perfectly reverse-image case. Arizona had passed a state law in response to what Arizona thought was under-enforcement of the immigration laws by President Obama. California has passed state laws in response to too much enforcement of those laws by President Trump. Arizona had made the federal crime of illegal entry a state crime as well. To help enforce that law, the state ordered its sheriffs, police, and state troopers to inquire about immigration status whenever an individual was arrested for a non-immigration related crime. Arizona also made it a crime for someone illegally in our country to seek employment in Arizona. The state’s purpose was to dissuade illegal immigration. Arizona argued that its law did not contradict federal immigration law; indeed, it directly reinforced it. The Obama Administration responded that, nonetheless, it was the president’s prerogative to decide how vigorously to enforce the immigration laws. Arizona was upsetting the balance the federal government had chosen relative to immigration. It was lending its weight to the pro-enforcement side at a time when the president might have wanted to go light on enforcing this law.
424	6	Indian professionals are happy with the contours of Donald Trump's latest immigration policy: The land of the brave and home of the free is the most prized destination for Indian immigrants. After the recent fracas over immigration, US President Donald Trump 's first State of the Union address earlier this week focussed on a plan to push for meritbased immigration system, ending the visa lottery programme and limiting family-based migration. All this comes as music to the ears of thousands of skilled Indians, waiting on what seem endless queues for green cards. "It is time to begin moving towards a merit-based immigration system — one that admits people who are skilled, who want to work, who will contribute to our society, and who will love and respect our country," Trump said. Later, on Thursday, an official communication from the White House further insisted that the time had come to enact common-sense reforms to base immigration on individual merit and skill. "The flood of low-skilled immigrants into the US has suppressed wages, harmed American workers and strained federal resources," the White House said as it defended Trump's proposal for a meritbased immigration system. According to the White House, countries like Canada and Australia use a merit-based immigration system that benefits both the immigrants and those nations.
245	7	For Immigrant Students, a New Worry: A Call to ICE: Data shows that students of color are disproportionately arrested at school, and advocates and educators contend that schools will increasingly rely on law enforcement to manage disciplinary issues if the guidance is rescinded. In Houston, Mr. Rivera-Sarmiento’s run-in with the law still divides the community. Some remain convinced that Mr. Rivera-Sarmiento’s status does not exempt him from criminal and immigration laws. Others believe the district unfairly subjected him to them. Mr. Rivera-Sarmiento said he was arrested at his school after he defended himself against an attack from a schoolmate. She had teased him incessantly, he and his lawyer said, on this day calling him a “wetback” before throwing a bottle of Gatorade at him. He pushed her down on the ground before running across the street to flee the area. When he returned to the school’s campus a few minutes later, he approached the school police officer to report what had happened. He was hoping for help, he said, but was escorted to the principal’s office in handcuffs. He was charged with misdemeanor assault. The officer took him to the county jail, run by the Harris County Sheriff’s Office, which is required by state law to cooperate with immigration enforcement.
17	8	Judge gives Trump administration 90 days to explain move to end DACA: A federal judge condemned President Trump's decision to end the Deferred Action for Childhood Arrivals (DACA) program as "unlawful," saying its justification for doing so has been "virtually unexplained. " U. S. District Court Judge John Bates, the third federal judge and the first Republican appointee to rule against Trump administration attempts to kill DACA, wrote in a Tuesday opinion that the Department of Homeland Security has 90 days to provide him with a more compelling reason for rolling back the Obama-era program, otherwise he could order its restoration. “DACA’s rescission was arbitrary and capricious because the Department failed adequately to explain its conclusion that the program was unlawful,” Bates wrote. "Neither the meager legal reasoning nor the assessment of litigation risk provided by DHS to support its rescission decision is sufficient to sustain termination of the DACA program," he continued. A Justice Department spokesman told Politico DOJ would continue to "vigorously defend" its position. "DACA was implemented unilaterally after Congress declined to extend benefits to this same group of illegal aliens. As such, it was an unlawful circumvention of Congress,” spokesman Devin O'Malley wrote in a statement.
201	6	Lost Man in the Desert is Rescued by Border Patrol Agents: El Centro Sector Border Patrol Search Trauma and Rescue (BORSTAR) agents rescued a man who was lost in the desert Monday afternoon. At approximately 2:30 p. m. , California Highway Patrol notified El Centro Sector radio that a man had called their dispatch claiming to be lost in the desert. Agents obtained GPS coordinates from the man's phone and were able to narrow the search area. Border Patrol Agents assigned to BORSTAR responded to the Carrizo wash area, as did agents on duty assigned to the S2 immigration checkpoint. BORSTAR agents were able to locate the man at approximately 3:50 p. m. He appeared to be in good health and did not require medical attention. The man was transported to the El Centro Border Patrol Station for further care and investigation. It is unknown how he became lost. The El Centro Sector Community Awareness Campaign is a program to raise public awareness on the indicators of crime and other threats. They encourage public and private sector employees to remain vigilant and play a key role in keeping our country safe. Photos Shooting at GOP Congressional Baseball Practice Report any suspicious activity to the Border Community Threat Hotline at 1-800-901-2003.
258	9	BREAKING: Israel cancels plan to expel African migrants: Israel has cancelled plans to expel African migrants who entered the Jewish state illegally after failing to find a country willing to host them, the government said on Tuesday. The plan had targeted some 42,000 migrants of Eritrean and Sudanese origin currently living in Israel. Government legal advisers informed the Supreme Court of the plan’s cancellation after certain unspecified countries refused to host the migrants, sources close to the government said. Details later.
255	8	Hungary’s ‘Stop Soros’ bill seeks to criminalise migrant helpers: Individuals or NGOs that help illegal migrants gain status in Hungary could face prison sentences under a new set of government laws, informally known as the 'Stop Soros' plan. The legislation is part of the right-wing Prime Minister Viktor Orbán government's campaign against George Soros- a Hungarian-born billionaire financier and philanthropist. Orbán's government has vilified Soros the past year as the main backer of illegal migration to Europe. “Those who provide financial means . . . or conduct this organisational activity on a regular basis will be punishable with up to one year in prison,” said the official text of the proposals. Meaning that anyone who gives a migrant a sandwich, blanket, or even a bottle of water could end up behind bars. “We need an action plan to defend Hungary and this is the Stop Soros package of Bills,” the interior ministry added in a comment. In contrast to earlier versions, the latest draft of the Bill, submitted to parliament on Tuesday, does not propose compulsory security checks for NGOs that work with migrants or a 25 percent tax on their foreign funding. The constitution would also be amended to stop other EU countries from transferring asylum seekers to Hungary, which rejects European Union quotas to distribute migrants around the bloc.
300	8	BREXIT BORDER MADNESS: Rees-Mogg urges UK to follow Swiss model after Daily Express probe: Mr Rees-Mogg issued a rallying cry after the Daily Express saw at first hand how the Swiss manage to avoid a hard border by using technology and assessing risk. Surrounded by EU member states, its borders with Germany, France, Italy and Austria run smoothly despite it remaining resolutely outside the customs union. This, he said, was a prime example of how the EU is capable of resolving complex border issues when it wants to. Mr Rees-Mogg said: “As the Daily Express reports the Swiss border is extremely effective. The system has been running for years so it would be possible to have something even more efficient between the UK and the EU. " The Swiss model is an example of what can be achieved if the political will is there Jacob Rees-Mogg “There is no need for a hard border in Northern Ireland, or for controls to be at the border, they can all be arranged remotely. “If the bureaucrats in Zurich can find a solution to the border I am sure the mandarins of Whitehall can do even better. “The Swiss model is an example of what can be achieved if the political will is there.
145	3	Colombia opens border shelter for Venezuelans fleeing crisis: BOGOTA — Colombia's government has opened its first shelter for Venezuelans who are pouring across the border in ever-larger numbers to escape their nation's economic crisis. The bare-bones shelter opened Saturday near the border city of Cucuta will provide shelter of up to 48 hours for 120 people a day. Pregnant mothers, the elderly and minors who entered the country legally will be given priority. It will be administered by the Red Cross. Cucuta has been overwhelmed in recent weeks by an increasingly large exodus of Venezuelans. Many are sleeping on the streets and crime in the city has spiked as gangs recruit and take advantage of the desperate migrants. Some 35,000 Venezuelans cross into Colombia each day, many of them settling in with relatives or making short trips to buy food and medicine that has been scarce for years back home. But the numbers have surged in recent months, with an estimated 200,000 now looking to stay, as four-digit inflation plunges the oil-rich nation deeper into the abyss. Not all of them have been embraced amid growing hysteria that the economic refugees are stealing jobs and overwhelming already-stretched resources. Last week, authorities deported 130 Venezuelans who entered the country illegally and were sleeping outdoors on a basketball court in Cucuta.
155	8	For Syrian Refugees In Turkey, A Long Road To Regular Employment: In a neighborhood of Istanbul that's plastered with Arabic signs, a Syrian refugee whips up his specialty — avocado cream smoothies — at the small, colorful cafe where he works. Majd al-Hassan has been in Turkey for two years, but has yet to learn much Turkish. He doesn't need to. This area is filled with fellow Syrians. He's paid in cash, under the table, and has yet to really integrate into Turkish society, he acknowledges. "We've got Syrian supermarkets, Syrian restaurants — just like back home," says Hassan, 26. "I haven't even applied for a Turkish ID card. If peace comes to Syria, I'll go home tomorrow." Nearby, a resident who describes herself as one of the last Turks living on this street near Istanbul's Fatih Mosque says she no longer recognizes her neighborhood. "Before, this area was only Turkish people, mostly. But now, here, there, everywhere, it's all Syrian people," says Tulay Suleyman, who was born here. "Some Turkish people, they don't like these [new] people. Their culture is a little bit different than ours. [They're] mostly ignorant people — homeless people, low-class." Xenophobia has flared with the arrival of migrants in parts of Europe.
343	8	Independence Day 2017: PM Modi reaches out to Kashmir from Red Fort, envisages vision for ‘New India’: Prime Minister Narendra Modi addressing the nation from the ramparts of Red Fort, New Delhi. Express Photo by Tashi Tobgyal Prime Minister Narendra Modi addressing the nation from the ramparts of Red Fort, New Delhi. Express Photo by Tashi Tobgyal In his fourth Independence Day address from the ramparts of Red Fort, Prime Minister Narendra Modi shared his vision of a ‘New India’ which will be free from the ‘poison of communalism, casteism, corruption and terrorism’. In this ‘New India’, Modi said, the people will be the new rulers. “We have to leave this ‘chalta hai‘ attitude. We have to think of ‘badal sakta hai‘ — this attitude will help us as a nation,” PM Modi said. In his 56-minute speech, the shortest Independence Day speech so far in his tenure, the prime minister also touched on sensitive issues such as Kashmir and triple talaq. He said the problems ailing Kashmir can only be resolved by embracing them, not through abuses or bullets. “Na goli se, na gaali se, Kashmir ki samasya suljhegi gale lagaane se,” PM Modi said. On triple talaq, PM Modi said that he admires the courage of women who have been suffering due to triple talaq.
256	9	U.N. calls on Gulf countries to do more to help Syrian refugees: Iraqi refugees who fled the violence in Mosul walk past tents near the Iraqi border, in Hasaka Governorate, Syria October 28, 2016. REUTERS/Rodi Said KUWAIT A senior United Nations refugee official on Sunday called on Gulf Arab states to give more to help Syrians displaced by six years of civil war, saying she saw little sign that the crisis would end any time soon. Speaking during a visit to Kuwait to sign a $10 million (8 million pound) aid agreement for Syrian refugees in Iraq, Kelly T. Clements, deputy commissioner for the United Nations High Commision for Refugees (UNHCR), also said the U. N. body lamented the "sad" fact that the number of refugees fleeing Syria's civil war had passed the 5 million mark. "For us at UNHCR, we don't celebrate these milestones. We in fact try not to bring a lot of attention to it because it is not a good story," Clements told Reuters. "It means basically that we haven't seen a political solution to make it possible for people to go home safely and in dignity and voluntarily. " Syrians have poured across their borders into Turkey, Lebanon, Jordan and Iraq since anti-government protests in 2011 descended into a full-blown conflict between rebels, Islamist militants, government troops and foreign backers.
364	3	Once Routine, ICE Check-Ins Now Fill Immigrants In U.S. Illegally With Anxiety: Florinda Lorenzo has been in the U. S. illegally for more than a decade but checks in with federal immigration agents in Baltimore several times a year. Until recently, it had become routine, almost like a trip to the dentist. Many immigrants — like Lorenzo — who are here illegally are not in hiding. Hundreds of thousands of them report to U. S. Immigration and Customs Enforcement on a regular basis. They've been allowed to stay because past administrations considered them a low priority for deportation. But with the Trump administration's crackdown on illegal immigration, that once-routine check-in has become a nerve-wracking experience. In recent weeks, some immigrants say they've been detained without warning at their ICE check-ins. "It creates a lot of chaos for me," Lorenzo says through an interpreter. "I know lots of people are getting deported now, and I wouldn't want to be deported. " Lorenzo came to the U. S. from Guatemala 14 years ago. She has three children, two of them U. S. citizens who were born here. Lorenzo was arrested in 2010 and charged with selling prepaid phone cards without a license. The charges were dropped, but she's been required to check in with ICE since then.
170	7	California aims to quash immigration detention growth: California is aiming to quash the growth of immigration detention in the state under a proposed budget measure to push back against the Trump administration's plans to boost deportations. The state's $125 billion budget — which is set to be approved Thursday — has a related measure to prevent local governments from signing contracts with federal authorities for immigration detention facilities or expanding existing contracts. It would also have the state attorney general review conditions at immigration detention facilities in California. "I think we send a very clear message in this budget that California is going in the opposite direction of Trump's administration," said Sen. Ricardo Lara, a Democrat. The budget was negotiated by Gov. Jerry Brown and Democratic legislative leaders. A message was left for the state Senate's Republican caucus. Immigration and Customs Enforcement declined to comment on pending legislation. The proposal is the latest in a series of moves by California lawmakers aimed at protecting immigrants in the country illegally from President Donald Trump's efforts to ramp up immigration enforcement. State lawmakers are also weighing proposals to provide lawyers for immigrants in deportation proceedings and limit communication between local police and federal immigration agents.
370	10	U.S. top court leaves intact ruling against Central America asylum seekers: The U. S. Supreme Court sidestepped a turbulent debate over illegal immigration on Monday, turning away an appeal by a group of asylum-seeking Central American women and their children who aimed to clarify the constitutional rights of people who the government has prioritized for deportation. The families, 28 women and 33 children ages 2 to 17 from El Salvador, Honduras and Guatemala, had hoped the justices would overturn a lower court's ruling preventing them from having their expedited removal orders reviewed by a federal judge. Start the conversation, or Read more at WHTC.
95	7	African migrant’s storm wire border fence trying to enter Spanish territory: Ceuta and Melilla are Spanish enclaves, sitting on the northern shores of Morocco's Mediterranean coast. They are the EU's only land borders with Africa. The Spanish government said all the African migrants except two, which tried to climb the border wall, were sent back to Morocco. More than 1,000 illegal African migrants tried to enter Spanish territory by scaling a 6 meters wire border fence on New Year's Day. Fifty Moroccan and five Spanish officers were injured as they clashed with armed men carrying metal bars and rocks trying to break through the gates to access the border fences of Ceuta and Melilla. Both cities are Spanish enclaves, sitting on the northern shores of Morocco's Mediterranean coast. They are the European Union's only land borders with Africa. On 1 January, the Spanish government said all the African migrants except two, which tried to climb the border wall, were sent back to Morocco. The two migrants which were allowed to enter Ceuta needed hospital treatment. Local TV station Faro TV showed footage of the migrants reaching the wire fence in the early hours of Sunday before being hoisted down by cranes. Apparently more than 400 migrants attempted to access the fence at Ceuta last month and each year hundreds of sub-Saharan illegal African migrants try to enter Ceuta and Melilla from Morocco.
51	7	Trump visiting Supreme Court as justices weigh travel ban: WASHINGTON — President Donald Trump is making his first Supreme Court visit at a moment of high legal drama. The justices are weighing what to do with the president's ban on travellers from six mostly Muslim countries. But the reason for his high court trip Thursday is purely ceremonial, to mark Justice Neil Gorsuch's ascension to the bench. Trump has no role in the courtroom ceremony, but presidents often make the trip to the court from the White House to honour their nominees. While the dispute over the travel ban and other controversies have simmered during Trump's first few months in office, his choice of the 49-year-old Gorsuch for the Supreme Court won widespread praise in the legal community as well as unanimous Republican support in the Senate. A federal judge first blocked Trump's initial travel ban in early February. The president issued a revised version in March. It never took effect after judges in Maryland and Hawaii put it on hold. Two federal appeals courts have since upheld those lower court orders. The Trump administration has asked the Supreme Court to allow the ban to take effect immediately. Gorsuch actually has been a member of the high court since April, and he even issued his first opinion on Monday.
328	8	Lebanon crisis overshadows EU aid for Syrian refugees: Perched on the side of a mountain some 50km from the Syrian border, St John's monastery in Lebanon is home to around a dozen hermits and priests. A printing press that published books in Arabic, the world's first, can still be found within its halls. The classes provided by the NGOs helps create social networks (Photo: Arie Kievit) Today, the monastery has become an educational refuge for Syrian children hoping for a future that was removed from them when the regime under Bashar al-Assad indiscriminately dropped barrel bombs on his own people. In one class of around a dozen children, a 10-year old girl calls out the letters of the alphabet in French. Some have never attended school before. Learning French is among many obstacles they face in an effort to insert them into a wider Lebanese public school system where they'll be segregated and most likely bullied. "One of the main reasons why [Syrian refugee] children are out of school in Lebanon is language," said Poppy Alice Hardee, an area manager for the NGO, Terre des Hommes Italia. Public schools in Lebanon are taught in English and in French, depending on the area, which puts Syrians at an immediate disadvantage.
284	4	Andy Burnham under fire for saying buying coffee is 'posh' as he criticises 'barista visas': Many have mocked Andy Burnham for saying that buying coffee from a cafe is "posh" after he criticised the idea of barista visas, which would allow immigrants to come over for a fixed amount of time to work in our coffee shops. He wrote: "Bit bizarre hearing these right-wing calls for a 'Barista Visa'. God forbid the idea of waiting longer in the morning for their posh coffee. " People, including a barista who claims to have served him in Manchester, have rubbished the claims that buying a coffee from a chain is a posh or right-wing thing to do. It has also been pointed out that Mr Burnham is partial to a posh coffee, and has been pictured with one.
428	5	21,000 Undocumented Immigrants Arrested in First Weeks of Trump Presidency, Including 5,400 Non-Criminals: The number of undocumented immigrant arrests rose by roughly one-third in the first weeks of the Trump administration, largely driven by an increase in the number of non-criminals arrested. Immigrations and Customs Enforcement removal authorities made 21,362 arrests from January 20 to March 13 of this year, including 5,441 non-criminals, according to statistics provided to CNN and first requested by The Washington Post. While the arrests by ICE under President Donald Trump in the first seven weeks of his administration still lag behind the number arrested under former President Barack Obama in the same timeframe in 2014, the pace of arrests this year do mark an escalation compared to the last two years of the Obama administration, when the Democrat used greater discretion toward undocumented immigrants. The increase in arrests — including more than double the number of non-criminal indviduals — stands as further evidence of the Trump administration’s priority of enforcing immigration laws more aggressively than the previous administration and giving immigration officials greater authority to go after a wide range of undocumented immigrants. The more than 21,000 arrested in the beginning of this year is a roughly 33% increase over the same period in 2016 and a roughly 18% increase over the same period in 2015.
464	7	Feeling what it's like to cross the US border: Video The US southern border and the people crossing it have become the subject of global headlines. A new art installation by Oscar-winning Mexican director Alejandro González Iñárritu gives people the opportunity to see and feel what it's like to cross the desert at night. Filmed and produced by Bill McKenna and Felicia Barr. Music by Gene D'Andrea. Footage provided by Legendary Films. Photos by Emmanuel Lubezki, Chachi Ramirez, Agatha Bacelar/Emerson Collective, with special thanks to The Emerson Collective, The Phillips Collection and Atlas Performing Arts Center.
235	7	Hawaii files motion seeking to challenge third travel ban: HONOLULU — Lawyers representing Hawaii in the state's long-running fight against Trump administration travel bans have filed a motion asking a judge to let them challenge the latest version of the policy. Hawaii filed the motion Friday asking a federal judge for permission to file an amended lawsuit targeting the third travel ban. The latest travel ban removes Sudan from the list of affected countries and adds Chad and North Korea, along with several officials from the government of Venezuela. It's scheduled to take effect Oct. 18. State Attorney General Doug Chin said the new ban still discriminates on the basis of nationality, exceeds the president's legal authority and seeks to implement his Muslim ban.
346	10	UN report: Migrants sending billions more home than in 2007: A new U. N. report says migrants are sending home billions of dollars more than they did a decade ago which is helping lift their families out of poverty — and it says the rate of growth in remittances is almost double the increase in migration. The report commissioned by the International Fund for Agricultural Development and released Wednesday says that over the period from 2007 to 2016 remittances increased by 51 per cent while migration rose by 28 per cent and population in the home countries of migrants grew by 13 per cent .
176	6	Chicago 'sanctuary church' shelters immigrants, endures hate speech: Chicago (CNN) Jessica has lived in the United States for almost 18 years. Her husband and their four children are American citizens. And she is terrified of being ripped away from her family and sent back to Mexico, a country that is no longer her home. "I wake up at night and I can't sleep just thinking about it," the 50-year-old woman told CNN, holding back tears. (Jessica is not her real name; because of her fears of being deported, CNN is not revealing her identity. ) Jessica crossed the border in 1999 and made it all the way to Chicago, where she built a family and a new life. But she's never gotten her green card. And now, like many immigrants in the new, border-tightening era of President Donald Trump, she is facing an uncertain future. Mostly, she worries about her youngest children, ages 15 to 21. "It's tough to think I'd be leaving them behind," she said, her voice breaking. "If I get deported, what's going to be of them? " Prayer is Jessica's only solace. That, and the church she attends in her largely Mexican-American neighborhood on Chicago's lower west side.
119	5	South Africa: Refugees Struggle to Renew Papers At Home Affairs: Asylum seekers from Somalia face unexplained delays and shabby treatment at the foreshore office A number of refugees from Somalia say they keep getting turned away at the Customs House foreshore offices of Home Affairs when trying to renew their documents. This after they had travelled all the way from Pretoria, since Home Affairs only allows people to renew their documents at the place they first applied for refugee status in South Africa. Last week, GroundUp met Abdullahi Mumin and a group of Somalis outside the Home Affairs offices. Mumin received refugee status in 2007 and renews every four years. He said this time it was their fourth visit in a month, trying to renew his documents. He had been to the offices on 1 May, told to return on 25 May, which he did, only to be told to return on 1 June, only to be told yet again to return on 9 June. On 9 June, he was told to return on 13 June. Each time officials would scribble the return date on the permit. Mumin now plans to engage a lawyer. Mumin has a shop to run in Pretoria and the trips to Cape Town cost him business.
283	6	Malcolm Turnbull Facebook slammed for scrapping 457 visas: Malcolm Turnbull has been slammed on social media for scrapping 457 visas for skilled foreign workers with critics accusing him of racism and ignorance. More than 2,300 comments flooded the Prime Minister's Facebook page on Tuesday, with many of them negative. The Liberal leader was panned for abolishing a policy introduced by John Howard's government in 1996, which allowed overseas workers to stay in Australia for up to four years. Scroll down for video More than 2,300 comments flooded the PM's Facebook page after his 457 visa announcement Former 7News reporter Eammon Atkinson accused Malcolm Turnbull of milking xenophobia This woman accused the prime minister of seeking to bring back the White Australia policy Eammon Atkinson, a former 7News reporter in Brisbane now based in London, said the Australian Government was bowing to xenophobic tendencies. 'You're an absolute idiot pandering to racist Australia,' he said. 'What an embarrassment. ' Kit Mhairi went further and accused the prime minister of trying to bring back the White Australia policy, which operated from 1901 to 1973. 'Ugh, just call a spade a spade, you racist. New 457 for people with 'better English'? Just be honest and say this is the White Australia Policy 2.
491	8	Trump Has Promised to Build More Ships. He May Deport the Workers Who Help Make Them: Early last year, President-elect Donald Trump promised that when he got back into the Oval Office, he’d authorize the U.S. Navy to build more ships. “It’s very important,” he said, “because it’s jobs, great jobs.” However, the companies that build ships for the government are already having trouble finding enough workers to fill those jobs.
495	6	Held for Ransom in Animal Pens, Migrants Face Mass Kidnappings as U.S. and Mexico Ramp Up Enforcement: TAPACHULA, Mexico — It was Jan. 17 when Nevy de Zelada, a migrant from Guatemala, and her family were walking on the edge of a four-lane highway in southern Mexico in blistering, 100-degree heat. It was the first leg of their journey to the United States, where they hoped to seek asylum. Her 21-year-old son was pushing her paraplegic husband in his manual wheelchair, and the family’s beloved dog was nestled on her husband’s lap.
113	8	Seattle ‘Dreamer’ sues over his detention under Trump’s immigration actions: Immigrants and civil-rights attorneys have filed a petition in federal court in Seattle seeking the release of a 23-year-old Mexican immigrant brought illegally into the U. S. as a child but given a work permit under the Obama Administration. Immigrants and civil-rights attorneys have filed a petition in federal court in Seattle seeking the release of a 23-year-old Mexican immigrant brought illegally into the U. S. as a child but given a work permit under the Obama Administration. The petition challenges the immigration detention and seeks the release of Daniel Ramirez Medina, who his attorneys say was detained by Immigration and Customs Enforcement (ICE) agents on Friday. The agents were conducting an action at his father’s house, and Medina was detained, according to the news service Reuters and a news release by the attorneys in his case. ICE countered in a statement Tuesday that Medina — whom they identify as “Mr. Ramirez” — was a “self-admitted gang member” encountered during the arrest of a felon previously deported. He is in custody at the Northwest Detention Center in Tacoma “to await the outcome of removal proceedings,” said ICE Northwest spokeswoman Rose Richeson. “ICE officers took Mr.
270	5	Jordan commander: Islamic State expands hold in border camp for Syrians: Jordanian soldiers stand at the north eastern border with Syria, close to the informal Rukban camp. The commander of Jordan's border guards says Islamic State militants are expanding their influence in the sprawling border camp for tens of thousands of displaced Syrians. JORDAN-SYRIA BORDER — The commander of Jordan's border guards says Islamic State extremists are expanding their influence in a sprawling border camp for displaced Syrians, posing a growing threat to the U. S. -allied kingdom. Brig. Gen. Sami Kafawin spoke during a tour of the desert area where Jordan, Syria and Iraq meet. A ride in a military helicopter offered a view of the Rukban camp, an expanse of makeshift shelters housing tens of thousands of Syrians. Conditions in the camp deteriorated sharply after Jordan sealed its border in June, following a cross-border IS attack that killed seven Jordanian border guards. Kafawin said on Tuesday that "the (militant) threat is increasing, especially in this area. " He says that nonetheless, Jordan tries to ensure the displaced Syrians get food and medical treatment.
481	3	Navarrette: 3 immigration ‘solutions’: half-baked, hateful and hideous - and this new one: SAN DIEGO — No matter which political party they hail from, immigration “solutions” usually come in three varieties: half-baked, hateful and hideous. You’ll find all of the above as Americans from across the fruited plain refuse to let their ignorance about the issue stop them from putting in their 2 cents about how to solve the crisis at hand: wanton separation of families at the U.S.-Mexico border. People also have lots to say about the bigger issue — how to secure the border, legalize the undocumented, provide a workforce to do jobs that Americans think are beneath them, etc. Everyone is an engineer, convinced that their plan is best. A reader asked: “What are your ideas regarding this issue?” Another demanded to know: “TALK IS CHEAP, doesn’t cost a [expletive] thing. What is your fix to ILLEGAL immigration?” Another said: “I would find it helpful to read your thoughts on how to handle the situation at our border.” Get editorials, opinion columns, letters to the editor and more in your inbox weekday mornings. Sign up for the Opinion newsletter. I am often asked for my own solution, and I hate it. While it’s true that my vision is clearer than most because I’m not beholden to either political party, my ideas are no more valuable than anyone else’s.
371	5	Border agents 'floored' when K9 finds 68 pounds of pot in car fl - 3TV: Thanks to the top-notch nose of a border patrol K9, agents were able to uncover 68 pounds of pot being smuggled into the U. S. The marijuana was hidden under the floorboards of a car. Agents near Tucson stopped the driver after a Border Patrol canine alerted to an odor it was trained to detect. During the search of the car, agents discovered a non-factory compartment in the vehicle’s floorboards, containing more than 60 bricks of marijuana. The driver, a male 20-year-old U. S. citizen, was arrested and charged with smuggling a controlled substance. The marijuana was worth close to $55,000. Click/tap here to download the free azfamily mobile app. Copyright 2017 KPHO/KTVK (KPHO Broadcasting Corporation). All rights reserved.
216	8	Third US judge orders Daca restarted, saying new applicants must be accepted: Judge John Bates is first to order Trump administration to accept new applications as young undocumented Dreamers await their fate Third US judge orders Daca restarted, saying new applicants must be accepted A third federal judge has ordered the Trump administration to restart a program that shields young undocumented immigrants known as “Dreamers” from deportation and, in a first, to accept new applicants to the program. Writing that the decision to end the Deferred Action for Childhood Arrivals (Daca) program was “virtually unexplained”, the US district judge John Bates said on Tuesday he would stay the order for 90 days to allow the Department of Homeland Security (DHS) an opportunity to “better explain” its decision. “DACA’s rescission was arbitrary and capricious because the Department failed adequately to explain its conclusion that the program was unlawful,” Bates wrote in his 60-page ruling, released on Tuesday evening. Trump's Daca deadline arrives – what happens next? Read more Two district court judges, in San Francisco and Brooklyn, previously ordered the Trump administration to spare Daca. Bates, however, went a step further and ordered that the administration accept new applications while litigation continues. The first injunction came several weeks before 5 March, a deadline set by the Trump administration to end the program.
110	8	Waiting Game, through the steps of asylum seekers: Apr 24, 2018 Sisi Wei for ProPublica and Nick Fortugno of Playmatics made a game to provide a feeling of what it’s like for someone who needs escape from their home. Based on the real case files of five asylum seekers from five countries and interviews with the medical and legal professionals who evaluate and represent them, The Waiting Game is an experimental news game that lets you walk in the shoes of an asylum seeker, from the moment they choose to come to the United States to the final decision in the cases before an immigration judge. Take your time with this one, and use your headphones. In the game format, I felt more engrossed in the individual stories than I think if it were a linear profile story.
351	9	African migrants injured in Italian drive-by shootings: police: ROME (Reuters) - An Italian man opened fire on African migrants in the central city of Macerata on Saturday, injuring several people, police said, in an attack that appeared to be racially motivated. The shootings happened just days after a Nigerian migrant was arrested in connection with the death of an 18-year-old Italian woman, whose dismembered body was discovered hidden in two suitcases near Macerata. The incident looks certain to jolt campaigning for a March 4 national election, with a center-right alliance that leads in the polls promoting a fiercely anti-migrant program. Local media reported that at least six migrants were shot by a man firing out of a car window as he drove around Macerata, which is located about 200 km (125 miles) east of Rome. Police later said they had arrested an Italian man and published a photo of him, with an Italian flag draped over his shoulders, being taken away by armed officers. State television Rai said he was a 28-year-old from Macerata and that a pistol had been discovered in his Alfa Romeo car. Police said one of the injured foreigners needed surgery, but gave no further details.
4	8	Why These Students Are Living With Immigrant Families For A Week: A program in Minnesota is offering American high school students the chance to live for a week with local immigrant families, to help counter misconceptions and create connections between U. S. -born and immigrant communities. The nonprofit City Stay connects students from three private high schools in the Twin Cities with local Latino, Somali and Hmong host families ― representing the three largest immigrant communities in the state. “We live in bubbles, largely interacting with people who look the way we do, dress the way we do, and that leads to mistrust and misconceptions,” founder Julie Knopp told The Huffington Post. “At the end of the day, it’s just about getting to know your neighbors. ” As part of the elective program, for which students pay a fee, the teens participate in the family lives of their hosts over the weekend and after school ― everything from cooking meals to running errands to playing sports. During the week, they join in school lessons and activities facilitated by City Stay, including learning about immigrant communities from members of those communities. They also share with each other what they’ve learned from their time staying with a host family.
